curb_loc,tree_dbh,status,health,spc_common
OnCurb,12,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,4,Dead,NA,NA
OffsetFromCurb,8,Alive,Good,northern red oak
OnCurb,5,Alive,Fair,Chinese elm
OnCurb,0,Stump,NA,NA
OnCurb,17,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,10,Alive,Good,American linden
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,13,Alive,Poor,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,16,Alive,Good,honeylocust
OnCurb,15,Alive,Fair,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,18,Alive,Good,honeylocust
OffsetFromCurb,16,Alive,Fair,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,7,Alive,Good,ginkgo
OnCurb,6,Alive,Good,pin oak
OnCurb,26,Alive,Good,pin oak
OnCurb,12,Alive,Fair,honeylocust
OnCurb,5,Alive,Poor,littleleaf linden
OnCurb,4,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,3,Alive,Good,crab apple
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,11,Alive,Fair,ginkgo
OnCurb,15,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OffsetFromCurb,7,Alive,Good,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,16,Alive,Good,honeylocust
OnCurb,7,Alive,Good,crab apple
OnCurb,2,Alive,Good,honeylocust
OnCurb,12,Alive,Good,American linden
OnCurb,13,Alive,Good,honeylocust
OnCurb,17,Alive,Good,honeylocust
OffsetFromCurb,11,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,6,Alive,Good,crab apple
OnCurb,3,Alive,Good,honeylocust
OnCurb,12,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,9,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,American linden
OnCurb,10,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,crab apple
OnCurb,11,Alive,Good,honeylocust
OnCurb,7,Alive,Good,American linden
OnCurb,7,Alive,Good,American linden
OnCurb,6,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OffsetFromCurb,3,Alive,Fair,pin oak
OnCurb,2,Alive,Poor,pin oak
OnCurb,15,Alive,Fair,littleleaf linden
OnCurb,0,Stump,NA,NA
OnCurb,6,Alive,Poor,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,15,Alive,Good,honeylocust
OnCurb,11,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,15,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Japanese tree lilac
OnCurb,8,Alive,Good,green ash
OnCurb,9,Alive,Good,American linden
OnCurb,8,Alive,Fair,honeylocust
OnCurb,7,Alive,Fair,honeylocust
OnCurb,3,Alive,Fair,swamp white oak
OnCurb,2,Alive,Poor,scarlet oak
OnCurb,8,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,littleleaf linden
OnCurb,9,Alive,Good,littleleaf linden
OffsetFromCurb,15,Alive,Good,littleleaf linden
OnCurb,7,Alive,Good,crab apple
OnCurb,6,Alive,Fair,ginkgo
OnCurb,5,Alive,Good,crab apple
OnCurb,20,Alive,Good,honeylocust
OnCurb,8,Alive,Good,American linden
OnCurb,5,Alive,Good,Japanese zelkova
OffsetFromCurb,4,Alive,Good,northern red oak
OnCurb,3,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,25,Alive,Good,Chinese elm
OnCurb,5,Alive,Fair,American linden
OnCurb,9,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,red maple
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,2,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,littleleaf linden
OffsetFromCurb,6,Alive,Good,northern red oak
OnCurb,8,Dead,NA,NA
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,northern red oak
OnCurb,4,Alive,Good,Japanese tree lilac
OnCurb,3,Alive,Good,hardy rubber tree
OnCurb,9,Alive,Poor,ginkgo
OnCurb,6,Alive,Fair,honeylocust
OnCurb,2,Alive,Good,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,6,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OffsetFromCurb,16,Alive,Good,London planetree
OnCurb,6,Alive,Poor,Callery pear
OnCurb,4,Alive,Poor,Callery pear
OffsetFromCurb,11,Alive,Good,littleleaf linden
OnCurb,5,Alive,Good,London planetree
OnCurb,5,Alive,Fair,green ash
OnCurb,11,Alive,Poor,Callery pear
OnCurb,6,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,9,Alive,Fair,Japanese zelkova
OnCurb,0,Stump,NA,NA
OnCurb,10,Alive,Fair,northern red oak
OnCurb,4,Alive,Good,littleleaf linden
OnCurb,18,Alive,Good,Callery pear
OnCurb,20,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,silver linden
OnCurb,4,Alive,Good,Callery pear
OnCurb,14,Alive,Good,Callery pear
OnCurb,9,Alive,Fair,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,12,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,9,Alive,Good,ginkgo
OnCurb,10,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,honeylocust
OnCurb,11,Alive,Good,Callery pear
OnCurb,8,Alive,Fair,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,13,Alive,Good,silver linden
OnCurb,3,Alive,Good,silver linden
OnCurb,11,Alive,Fair,Callery pear
OnCurb,11,Alive,Fair,London planetree
OffsetFromCurb,17,Alive,Fair,American elm
OnCurb,7,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,6,Alive,Good,northern red oak
OnCurb,8,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,11,Alive,Fair,Callery pear
OnCurb,4,Alive,Good,Callery pear
OnCurb,9,Alive,Good,silver linden
OnCurb,16,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,6,Alive,Good,northern red oak
OnCurb,4,Alive,Fair,silver linden
OnCurb,8,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,11,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,6,Alive,Good,silver linden
OnCurb,7,Alive,Good,silver linden
OnCurb,7,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OffsetFromCurb,8,Alive,Fair,Japanese zelkova
OnCurb,10,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,5,Alive,Fair,American linden
OnCurb,5,Alive,Fair,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,16,Alive,Poor,silver linden
OnCurb,14,Alive,Good,crab apple
OnCurb,16,Alive,Good,honeylocust
OffsetFromCurb,8,Alive,Fair,honeylocust
OnCurb,9,Alive,Fair,American linden
OnCurb,7,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Good,Chinese elm
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Fair,northern red oak
OffsetFromCurb,8,Alive,Good,northern red oak
OffsetFromCurb,4,Alive,Good,northern red oak
OnCurb,11,Alive,Poor,northern red oak
OnCurb,4,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,2,Alive,Good,honeylocust
OnCurb,6,Alive,Fair,honeylocust
OnCurb,4,Alive,Fair,American linden
OnCurb,12,Alive,Good,honeylocust
OnCurb,7,Alive,Good,northern red oak
OnCurb,12,Alive,Fair,honeylocust
OnCurb,3,Alive,Good,honeylocust
OffsetFromCurb,2,Alive,Good,honeylocust
OnCurb,11,Alive,Good,pin oak
OnCurb,3,Alive,Good,ginkgo
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Poor,silver linden
OnCurb,9,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,4,Dead,NA,NA
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Good,littleleaf linden
OnCurb,9,Alive,Good,pin oak
OnCurb,11,Alive,Good,pin oak
OnCurb,26,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,5,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,10,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,17,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,ginkgo
OnCurb,10,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,14,Alive,Good,honeylocust
OnCurb,7,Alive,Fair,ginkgo
OnCurb,10,Alive,Good,littleleaf linden
OnCurb,8,Alive,Fair,honeylocust
OffsetFromCurb,14,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,0,Stump,NA,NA
OffsetFromCurb,9,Dead,NA,NA
OnCurb,7,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Good,honeylocust
OnCurb,7,Alive,Good,honeylocust
OnCurb,11,Alive,Good,crab apple
OnCurb,3,Alive,Good,honeylocust
OnCurb,14,Alive,Good,honeylocust
OnCurb,8,Alive,Good,crab apple
OnCurb,7,Alive,Fair,ginkgo
OffsetFromCurb,5,Alive,Good,ginkgo
OnCurb,4,Alive,Good,crab apple
OnCurb,3,Alive,Fair,crab apple
OnCurb,8,Alive,Fair,Chinese elm
OnCurb,9,Alive,Good,Chinese elm
OnCurb,9,Alive,Poor,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,2,Alive,Good,ginkgo
OnCurb,8,Alive,Good,crab apple
OnCurb,6,Alive,Good,ginkgo
OnCurb,3,Alive,Good,silver linden
OnCurb,13,Alive,Fair,Callery pear
OnCurb,5,Alive,Poor,silver linden
OnCurb,9,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,6,Alive,Good,pin oak
OffsetFromCurb,8,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,8,Alive,Good,pin oak
OnCurb,12,Alive,Fair,honeylocust
OnCurb,4,Alive,Good,crab apple
OnCurb,10,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,8,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,10,Alive,Fair,ginkgo
OnCurb,4,Dead,NA,NA
OnCurb,4,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,honeylocust
OnCurb,14,Alive,Fair,pin oak
OnCurb,22,Alive,Good,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,7,Alive,Good,pin oak
OnCurb,3,Alive,Fair,pin oak
OnCurb,6,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,10,Alive,Good,Callery pear
OnCurb,12,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,13,Alive,Good,Callery pear
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,northern red oak
OnCurb,9,Alive,Good,black oak
OnCurb,3,Alive,Good,Chinese elm
OnCurb,0,Stump,NA,NA
OnCurb,5,Alive,Good,honeylocust
OnCurb,3,Alive,Good,crab apple
OnCurb,10,Alive,Good,American linden
OnCurb,11,Alive,Good,American linden
OnCurb,6,Alive,Good,ginkgo
OnCurb,4,Alive,Good,crab apple
OnCurb,3,Alive,Good,crab apple
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,9,Alive,Good,crab apple
OnCurb,21,Alive,Good,Chinese elm
OnCurb,6,Dead,NA,NA
OnCurb,10,Dead,NA,NA
OnCurb,6,Alive,Good,northern red oak
OnCurb,3,Dead,NA,NA
OffsetFromCurb,5,Alive,Good,northern red oak
OnCurb,6,Dead,NA,NA
OnCurb,5,Alive,Fair,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,6,Alive,Good,ginkgo
OffsetFromCurb,5,Alive,Fair,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,3,Alive,Fair,pin oak
OnCurb,20,Alive,Good,silver linden
OnCurb,6,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,1,Alive,Good,Callery pear
OnCurb,6,Alive,Fair,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,6,Alive,Fair,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,9,Alive,Good,Callery pear
OnCurb,3,Alive,Good,Callery pear
OnCurb,6,Alive,Fair,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,9,Alive,Good,London planetree
OnCurb,12,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,5,Alive,Good,ginkgo
OnCurb,12,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,8,Alive,Good,American linden
OnCurb,8,Alive,Good,honeylocust
OffsetFromCurb,4,Alive,Good,crab apple
OnCurb,5,Alive,Good,crab apple
OnCurb,15,Alive,Good,honeylocust
OnCurb,17,Alive,Good,American linden
OnCurb,2,Alive,Fair,northern red oak
OnCurb,2,Dead,NA,NA
OnCurb,8,Alive,Good,Chinese elm
OffsetFromCurb,6,Alive,Good,northern red oak
OnCurb,13,Alive,Good,American linden
OnCurb,15,Alive,Good,American linden
OnCurb,13,Alive,Good,honeylocust
OnCurb,18,Alive,Good,honeylocust
OnCurb,6,Alive,Good,honeylocust
OnCurb,7,Alive,Poor,pin oak
OnCurb,12,Alive,Good,Callery pear
OnCurb,13,Alive,Good,Callery pear
OffsetFromCurb,17,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,3,Alive,Good,ginkgo
OnCurb,6,Alive,Fair,honeylocust
OnCurb,8,Alive,Good,American linden
OnCurb,27,Alive,Good,American linden
OnCurb,11,Alive,Good,northern red oak
OnCurb,6,Alive,Good,Japanese zelkova
OnCurb,26,Alive,Good,Chinese elm
OnCurb,21,Alive,Good,Chinese elm
OffsetFromCurb,3,Alive,Good,pin oak
OnCurb,2,Alive,Good,pin oak
OnCurb,3,Alive,Good,honeylocust
OnCurb,13,Alive,Fair,Callery pear
OnCurb,9,Alive,Poor,Callery pear
OnCurb,3,Alive,Fair,silver linden
OnCurb,4,Alive,Good,American linden
OffsetFromCurb,5,Alive,Good,crab apple
OnCurb,3,Alive,Good,honeylocust
OnCurb,10,Alive,Good,pin oak
OffsetFromCurb,4,Alive,Fair,pin oak
OnCurb,2,Alive,Fair,pin oak
OnCurb,6,Alive,Good,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,3,Alive,Good,honeylocust
OnCurb,12,Alive,Good,ginkgo
OnCurb,11,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,American linden
OnCurb,2,Alive,Good,black oak
OnCurb,21,Alive,Good,honeylocust
OnCurb,3,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,3,Alive,Good,ginkgo
OnCurb,4,Alive,Good,ginkgo
OnCurb,6,Alive,Good,Callery pear
OnCurb,3,Alive,Good,sassafras
OnCurb,11,Alive,Good,littleleaf linden
OnCurb,4,Dead,NA,NA
OnCurb,0,Stump,NA,NA
OnCurb,21,Alive,Good,pin oak
OnCurb,17,Alive,Good,honeylocust
OnCurb,13,Alive,Good,honeylocust
OnCurb,4,Alive,Fair,American linden
OffsetFromCurb,3,Alive,Good,crab apple
OnCurb,9,Alive,Good,American linden
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,9,Alive,Good,Japanese zelkova
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,swamp white oak
OnCurb,11,Alive,Good,green ash
OnCurb,10,Alive,Good,ginkgo
OnCurb,6,Alive,Good,pin oak
OffsetFromCurb,2,Alive,Fair,pin oak
OnCurb,12,Alive,Good,pin oak
OnCurb,21,Alive,Good,pin oak
OnCurb,9,Alive,Fair,Norway maple
OnCurb,4,Alive,Good,littleleaf linden
OffsetFromCurb,4,Alive,Good,ginkgo
OnCurb,9,Alive,Good,honeylocust
OnCurb,22,Alive,Good,honeylocust
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,12,Alive,Fair,Japanese zelkova
OnCurb,15,Alive,Fair,white ash
OnCurb,4,Alive,Fair,American linden
OnCurb,4,Alive,Good,American linden
OnCurb,8,Alive,Good,honeylocust
OnCurb,15,Alive,Good,American linden
OnCurb,8,Alive,Poor,Norway maple
OnCurb,9,Alive,Fair,Norway maple
OnCurb,9,Alive,Good,ginkgo
OnCurb,7,Alive,Good,honeylocust
OnCurb,2,Alive,Good,blue spruce
OnCurb,5,Alive,Poor,littleleaf linden
OnCurb,8,Alive,Poor,littleleaf linden
OnCurb,4,Alive,Good,holly
OnCurb,5,Alive,Good,littleleaf linden
OnCurb,7,Alive,Fair,honeylocust
OnCurb,12,Alive,Good,honeylocust
OnCurb,10,Alive,Good,honeylocust
OnCurb,5,Alive,Good,crab apple
OnCurb,17,Alive,Fair,Norway maple
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,6,Dead,NA,NA
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,2,Alive,Good,crab apple
OnCurb,2,Alive,Good,American linden
OnCurb,14,Alive,Good,honeylocust
OnCurb,9,Alive,Good,American linden
OnCurb,13,Alive,Good,ginkgo
OnCurb,12,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,American linden
OnCurb,5,Alive,Fair,American linden
OnCurb,3,Alive,Good,crab apple
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,8,Alive,Good,Japanese zelkova
OnCurb,26,Alive,Good,pin oak
OffsetFromCurb,3,Alive,Fair,pin oak
OnCurb,4,Alive,Good,pin oak
OnCurb,3,Alive,Good,pin oak
OnCurb,7,Alive,Fair,pin oak
OnCurb,7,Alive,Good,Callery pear
OnCurb,3,Alive,Good,kousa dogwood
OnCurb,6,Alive,Good,Callery pear
OnCurb,8,Alive,Good,Callery pear
OnCurb,12,Alive,Good,Callery pear
OnCurb,7,Alive,Fair,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,16,Alive,Good,Callery pear
OnCurb,6,Alive,Fair,Norway maple
OnCurb,6,Alive,Fair,ginkgo
OnCurb,9,Alive,Fair,honeylocust
OnCurb,5,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Good,American linden
OffsetFromCurb,19,Alive,Good,ginkgo
OnCurb,9,Alive,Fair,Norway maple
OnCurb,10,Alive,Good,Norway maple
OnCurb,2,Dead,NA,NA
OnCurb,5,Dead,NA,NA
OnCurb,4,Alive,Good,sawtooth oak
OnCurb,3,Alive,Good,sawtooth oak
OnCurb,7,Alive,Good,Chinese elm
OnCurb,5,Alive,Fair,American linden
OnCurb,5,Alive,Fair,American linden
OnCurb,7,Alive,Good,American linden
OnCurb,2,Alive,Good,American linden
OnCurb,4,Alive,Good,American linden
OnCurb,9,Alive,Good,ginkgo
OffsetFromCurb,14,Alive,Good,northern red oak
OnCurb,0,Stump,NA,NA
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Fair,Japanese zelkova
OnCurb,4,Alive,Poor,littleleaf linden
OnCurb,14,Alive,Good,ginkgo
OnCurb,3,Alive,Good,American linden
OnCurb,4,Alive,Good,green ash
OnCurb,11,Alive,Good,green ash
OnCurb,8,Alive,Good,American linden
OnCurb,10,Alive,Good,honeylocust
OnCurb,7,Alive,Good,ginkgo
OnCurb,4,Alive,Good,honeylocust
OffsetFromCurb,18,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,11,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Chinese elm
OnCurb,2,Alive,Good,Japanese zelkova
OnCurb,3,Alive,Good,Japanese zelkova
OnCurb,5,Alive,Good,Callery pear
OnCurb,7,Alive,Good,Callery pear
OnCurb,9,Alive,Fair,pin oak
OnCurb,11,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,17,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OnCurb,11,Alive,Good,honeylocust
OnCurb,6,Alive,Good,pin oak
OnCurb,23,Alive,Good,pin oak
OnCurb,3,Alive,Good,honeylocust
OnCurb,3,Alive,Good,Kentucky coffeetree
OnCurb,2,Dead,NA,NA
OnCurb,2,Dead,NA,NA
OnCurb,7,Dead,NA,NA
OnCurb,12,Alive,Good,Norway maple
OnCurb,10,Alive,Good,American linden
OnCurb,3,Alive,Good,ginkgo
OnCurb,9,Alive,Poor,ginkgo
OnCurb,7,Alive,Good,littleleaf linden
OnCurb,4,Alive,Good,sassafras
OnCurb,6,Alive,Fair,littleleaf linden
OnCurb,11,Alive,Good,littleleaf linden
OnCurb,10,Alive,Good,littleleaf linden
OnCurb,2,Alive,Good,Kentucky coffeetree
OnCurb,24,Alive,Good,Kentucky coffeetree
OnCurb,6,Alive,Good,Kentucky coffeetree
OnCurb,10,Alive,Good,ginkgo
OnCurb,6,Alive,Good,green ash
OnCurb,17,Alive,Good,green ash
OffsetFromCurb,0,Stump,NA,NA
OffsetFromCurb,6,Alive,Poor,Japanese zelkova
OnCurb,5,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,4,Alive,Good,blackgum
OnCurb,6,Alive,Poor,red maple
OnCurb,17,Alive,Good,red maple
OnCurb,5,Alive,Good,Chinese elm
OnCurb,4,Alive,Good,Japanese zelkova
OnCurb,10,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,6,Alive,Good,honeylocust
OnCurb,8,Alive,Fair,American linden
OnCurb,7,Alive,Good,crab apple
OnCurb,6,Alive,Good,honeylocust
OnCurb,15,Alive,Good,littleleaf linden
OnCurb,15,Alive,Good,pin oak
OnCurb,22,Alive,Good,pin oak
OnCurb,17,Dead,NA,NA
OnCurb,7,Alive,Good,Callery pear
OnCurb,4,Alive,Fair,Callery pear
OnCurb,12,Alive,Fair,Callery pear
OnCurb,6,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,4,Alive,Good,ginkgo
OnCurb,8,Alive,Good,ginkgo
OnCurb,14,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,11,Alive,Good,ginkgo
OffsetFromCurb,7,Alive,Good,ginkgo
OnCurb,11,Alive,Good,sawtooth oak
OnCurb,4,Alive,Good,sawtooth oak
OnCurb,9,Alive,Good,honeylocust
OnCurb,2,Alive,Good,crab apple
OnCurb,11,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,2,Alive,Good,American linden
OnCurb,3,Alive,Fair,honeylocust
OnCurb,10,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,14,Alive,Good,honeylocust
OnCurb,9,Alive,Fair,American linden
OnCurb,4,Alive,Good,honeylocust
OffsetFromCurb,3,Alive,Good,Norway maple
OnCurb,8,Alive,Fair,Norway maple
OnCurb,3,Alive,Good,sawtooth oak
OnCurb,4,Alive,Good,honeylocust
OnCurb,4,Alive,Good,honeylocust
OnCurb,12,Alive,Good,pin oak
OnCurb,12,Alive,Good,pin oak
OnCurb,4,Alive,Poor,red maple
OnCurb,2,Alive,Good,pin oak
OffsetFromCurb,24,Alive,Good,ginkgo
OffsetFromCurb,20,Alive,Good,ginkgo
OnCurb,12,Alive,Good,Callery pear
OnCurb,5,Alive,Good,Callery pear
OnCurb,2,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,11,Alive,Good,ginkgo
OffsetFromCurb,3,Alive,Fair,crab apple
OffsetFromCurb,23,Alive,Good,ginkgo
OnCurb,2,Alive,Fair,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,4,Alive,Good,sawtooth oak
OnCurb,5,Alive,Good,ginkgo
OnCurb,3,Alive,Fair,honeylocust
OnCurb,11,Alive,Good,honeylocust
OffsetFromCurb,18,Alive,Good,ginkgo
OnCurb,2,Alive,Good,ginkgo
OnCurb,11,Alive,Poor,Norway maple
OnCurb,4,Alive,Good,honeylocust
OnCurb,9,Alive,Good,ginkgo
OffsetFromCurb,9,Alive,Good,ginkgo
OnCurb,3,Alive,Good,ginkgo
OnCurb,17,Alive,Good,ginkgo
